"phylum","genus","mean.difference (MA - US)","se","effect.size (MA - US)","p.val","q.val","diff.abn","struc.zero.MA","struc.zero.US"
"p__Proteobacteria","p__Proteobacteria;g__Cronobacter",0.692745470301044,0.142647484857402,4.85634549388338,1.1957200001055e-06,0.00020446812001804,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Blautia",-1.05333765111953,0.221300948251885,-4.75975209071685,1.93830891718366e-06,0.000331450824838406,TRUE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Mobiluncus",-0.390540028916115,0.0833699830015581,-4.68442015765813,2.80753577667709e-06,0.000480088617811782,TRUE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Serinicoccus",0.483590799657789,0.107031972114262,4.5181901267925,6.23704676565143e-06,0.00106653499692639,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Bacillus",0.711781871085072,0.157539492417773,4.51811707757394,6.23919842941195e-06,0.00106690293142944,TRUE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Renibacterium",0.635307566474993,0.140666167516138,4.51642052736034,6.28937056069899e-06,0.00107548236587953,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Plesiomonas",0.551151122434298,0.123179875014162,4.47436013692118,7.66404732287809e-06,0.00131055209221215,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Pseudomonas",-0.472876147816528,0.107877112221623,-4.3834705812763,1.168034283748e-05,0.00199733862520907,TRUE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Actinomyces",-0.584147341091839,0.13393696584969,-4.36136011732113,1.29256421758628e-05,0.00221028481207254,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Morganella",0.432663807763065,0.0996239003858547,4.34297197848417,1.40568069208844e-05,0.00240371398347123,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Hylemonella",0.653916524962558,0.152709072851822,4.28210657527252,1.85132268844501e-05,0.00316576179724097,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Lautropia",0.386309264874822,0.0907223717002704,4.2581477714352,2.06127681743818e-05,0.00352478335781928,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Aquamonas",0.468119212887665,0.111523078455067,4.1975097833788,2.69866002754847e-05,0.00461470864710789,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Tetragenococcus",0.383590367596839,0.094509922649179,4.05873115588855,4.93400775553434e-05,0.00843715326196372,TRUE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Arcanobacterium",0.480470550142805,0.118482973554299,4.05518646037873,5.00943262720275e-05,0.0085661297925167,TRUE,0,0
"p__Firmicutes","p__Firmicutes;g__Pediococcus",0.56350734410063,0.139184407039439,4.0486384652338,5.15164524859204e-05,0.0088093133750924,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Rhodocyclus",0.377624479099494,0.0973783589170083,3.87790966390519,0.000105357821737729,0.0180161875171516,TRUE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Acidovorax",-0.294447432462878,0.0769984139513465,-3.82407139774245,0.000131265875468749,0.0224464647051561,TRUE,0,0
